"DateKey","Date","FullDate","DayOfMonth","DaySuffix","DayName","DayOfWeek","DayOfWeekInMonth","DayOfWeekInYear","DayOfQuarter","DayOfYear","WeekOfMonth","WeekOfQuarter","WeekOfYear","Month","MonthName","MonthOfQuarter","Quarter","QuarterName","Year","YearName","MonthYear","MMYYYY","FirstDayOfMonth","LastDayOfMonth","FirstDayOfQuarter","LastDayOfQuarter","FirstDayOfYear","LastDayOfYear","IsHoliday","IsWeekday","HolidayName","FiscalDayOfYear","FiscalWeekOfYear","FiscalMonth","FiscalQuarter","FiscalQuarterName","FiscalYear","FiscalYearName","FiscalMonthYear","FiscalMMYYYY","FiscalFirstDayOfMonth","FiscalLastDayOfMonth","FiscalFirstDayOfQuarter","FiscalLastDayOfQuarter","FiscalFirstDayOfYear","FiscalLastDayOfYear"
20180629,"2018-06-29 00:00:00","06/29/2018","29","29th","Friday","6","5","26","13","180","5","13","26","6","June","3","2","Second","2018","CY 2018","Jun-2018","062018","2018-06-01","2018-06-30","2018-04-01","2018-06-30","2018-01-01","2018-12-31",False,True,NULL,"187","27","7","3","Third","2018","FY 2018","Jul-2018","072018","2018-06-25","2018-07-22","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180630,"2018-06-30 00:00:00","06/30/2018","30","30th","Saturday","7","5","26","13","181","5","13","26","6","June","3","2","Second","2018","CY 2018","Jun-2018","062018","2018-06-01","2018-06-30","2018-04-01","2018-06-30","2018-01-01","2018-12-31",False,False,NULL,"188","27","7","3","Third","2018","FY 2018","Jul-2018","072018","2018-06-25","2018-07-22","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180701,"2018-07-01 00:00:00","07/01/2018","1","1st","Sunday","1","1","26","1","182","1","1","27","7","July","1","3","Third","2018","CY 2018","Jul-2018","072018","2018-07-01","2018-07-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,False,NULL,"189","27","7","3","Third","2018","FY 2018","Jul-2018","072018","2018-06-25","2018-07-22","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180702,"2018-07-02 00:00:00","07/02/2018","2","2nd","Monday","2","1","27","1","183","1","1","27","7","July","1","3","Third","2018","CY 2018","Jul-2018","072018","2018-07-01","2018-07-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"190","28","7","3","Third","2018","FY 2018","Jul-2018","072018","2018-06-25","2018-07-22","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180703,"2018-07-03 00:00:00","07/03/2018","3","3rd","Tuesday","3","1","27","1","184","1","1","27","7","July","1","3","Third","2018","CY 2018","Jul-2018","072018","2018-07-01","2018-07-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"191","28","7","3","Third","2018","FY 2018","Jul-2018","072018","2018-06-25","2018-07-22","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180704,"2018-07-04 00:00:00","07/04/2018","4","4th","Wednesday","4","1","27","1","185","1","1","27","7","July","1","3","Third","2018","CY 2018","Jul-2018","072018","2018-07-01","2018-07-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",True,True,"Independance Day","192","28","7","3","Third","2018","FY 2018","Jul-2018","072018","2018-06-25","2018-07-22","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180705,"2018-07-05 00:00:00","07/05/2018","5","5th","Thursday","5","1","27","1","186","1","1","27","7","July","1","3","Third","2018","CY 2018","Jul-2018","072018","2018-07-01","2018-07-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"193","28","7","3","Third","2018","FY 2018","Jul-2018","072018","2018-06-25","2018-07-22","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180706,"2018-07-06 00:00:00","07/06/2018","6","6th","Friday","6","1","27","1","187","1","1","27","7","July","1","3","Third","2018","CY 2018","Jul-2018","072018","2018-07-01","2018-07-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"194","28","7","3","Third","2018","FY 2018","Jul-2018","072018","2018-06-25","2018-07-22","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180707,"2018-07-07 00:00:00","07/07/2018","7","7th","Saturday","7","1","27","1","188","1","1","27","7","July","1","3","Third","2018","CY 2018","Jul-2018","072018","2018-07-01","2018-07-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,False,NULL,"195","28","7","3","Third","2018","FY 2018","Jul-2018","072018","2018-06-25","2018-07-22","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180708,"2018-07-08 00:00:00","07/08/2018","8","8th","Sunday","1","2","27","2","189","2","2","28","7","July","1","3","Third","2018","CY 2018","Jul-2018","072018","2018-07-01","2018-07-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,False,NULL,"196","28","7","3","Third","2018","FY 2018","Jul-2018","072018","2018-06-25","2018-07-22","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180709,"2018-07-09 00:00:00","07/09/2018","9","9th","Monday","2","2","28","2","190","2","2","28","7","July","1","3","Third","2018","CY 2018","Jul-2018","072018","2018-07-01","2018-07-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"197","29","7","3","Third","2018","FY 2018","Jul-2018","072018","2018-06-25","2018-07-22","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180710,"2018-07-10 00:00:00","07/10/2018","10","10th","Tuesday","3","2","28","2","191","2","2","28","7","July","1","3","Third","2018","CY 2018","Jul-2018","072018","2018-07-01","2018-07-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"198","29","7","3","Third","2018","FY 2018","Jul-2018","072018","2018-06-25","2018-07-22","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180711,"2018-07-11 00:00:00","07/11/2018","11","11th","Wednesday","4","2","28","2","192","2","2","28","7","July","1","3","Third","2018","CY 2018","Jul-2018","072018","2018-07-01","2018-07-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"199","29","7","3","Third","2018","FY 2018","Jul-2018","072018","2018-06-25","2018-07-22","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180712,"2018-07-12 00:00:00","07/12/2018","12","12th","Thursday","5","2","28","2","193","2","2","28","7","July","1","3","Third","2018","CY 2018","Jul-2018","072018","2018-07-01","2018-07-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"200","29","7","3","Third","2018","FY 2018","Jul-2018","072018","2018-06-25","2018-07-22","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180713,"2018-07-13 00:00:00","07/13/2018","13","13th","Friday","6","2","28","2","194","2","2","28","7","July","1","3","Third","2018","CY 2018","Jul-2018","072018","2018-07-01","2018-07-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"201","29","7","3","Third","2018","FY 2018","Jul-2018","072018","2018-06-25","2018-07-22","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180714,"2018-07-14 00:00:00","07/14/2018","14","14th","Saturday","7","2","28","2","195","2","2","28","7","July","1","3","Third","2018","CY 2018","Jul-2018","072018","2018-07-01","2018-07-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,False,NULL,"202","29","7","3","Third","2018","FY 2018","Jul-2018","072018","2018-06-25","2018-07-22","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180715,"2018-07-15 00:00:00","07/15/2018","15","15th","Sunday","1","3","28","3","196","3","3","29","7","July","1","3","Third","2018","CY 2018","Jul-2018","072018","2018-07-01","2018-07-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,False,NULL,"203","29","7","3","Third","2018","FY 2018","Jul-2018","072018","2018-06-25","2018-07-22","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180716,"2018-07-16 00:00:00","07/16/2018","16","16th","Monday","2","3","29","3","197","3","3","29","7","July","1","3","Third","2018","CY 2018","Jul-2018","072018","2018-07-01","2018-07-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"204","30","7","3","Third","2018","FY 2018","Jul-2018","072018","2018-06-25","2018-07-22","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180717,"2018-07-17 00:00:00","07/17/2018","17","17th","Tuesday","3","3","29","3","198","3","3","29","7","July","1","3","Third","2018","CY 2018","Jul-2018","072018","2018-07-01","2018-07-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"205","30","7","3","Third","2018","FY 2018","Jul-2018","072018","2018-06-25","2018-07-22","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180718,"2018-07-18 00:00:00","07/18/2018","18","18th","Wednesday","4","3","29","3","199","3","3","29","7","July","1","3","Third","2018","CY 2018","Jul-2018","072018","2018-07-01","2018-07-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"206","30","7","3","Third","2018","FY 2018","Jul-2018","072018","2018-06-25","2018-07-22","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180719,"2018-07-19 00:00:00","07/19/2018","19","19th","Thursday","5","3","29","3","200","3","3","29","7","July","1","3","Third","2018","CY 2018","Jul-2018","072018","2018-07-01","2018-07-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"207","30","7","3","Third","2018","FY 2018","Jul-2018","072018","2018-06-25","2018-07-22","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180720,"2018-07-20 00:00:00","07/20/2018","20","20th","Friday","6","3","29","3","201","3","3","29","7","July","1","3","Third","2018","CY 2018","Jul-2018","072018","2018-07-01","2018-07-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"208","30","7","3","Third","2018","FY 2018","Jul-2018","072018","2018-06-25","2018-07-22","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180721,"2018-07-21 00:00:00","07/21/2018","21","21st","Saturday","7","3","29","3","202","3","3","29","7","July","1","3","Third","2018","CY 2018","Jul-2018","072018","2018-07-01","2018-07-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,False,NULL,"209","30","7","3","Third","2018","FY 2018","Jul-2018","072018","2018-06-25","2018-07-22","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180722,"2018-07-22 00:00:00","07/22/2018","22","22nd","Sunday","1","4","29","4","203","4","4","30","7","July","1","3","Third","2018","CY 2018","Jul-2018","072018","2018-07-01","2018-07-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,False,NULL,"210","30","7","3","Third","2018","FY 2018","Jul-2018","072018","2018-06-25","2018-07-22","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180723,"2018-07-23 00:00:00","07/23/2018","23","23rd","Monday","2","4","30","4","204","4","4","30","7","July","1","3","Third","2018","CY 2018","Jul-2018","072018","2018-07-01","2018-07-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"211","31","8","3","Third","2018","FY 2018","Aug-2018","082018","2018-07-23","2018-08-19","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180724,"2018-07-24 00:00:00","07/24/2018","24","24th","Tuesday","3","4","30","4","205","4","4","30","7","July","1","3","Third","2018","CY 2018","Jul-2018","072018","2018-07-01","2018-07-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"212","31","8","3","Third","2018","FY 2018","Aug-2018","082018","2018-07-23","2018-08-19","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180725,"2018-07-25 00:00:00","07/25/2018","25","25th","Wednesday","4","4","30","4","206","4","4","30","7","July","1","3","Third","2018","CY 2018","Jul-2018","072018","2018-07-01","2018-07-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"213","31","8","3","Third","2018","FY 2018","Aug-2018","082018","2018-07-23","2018-08-19","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180726,"2018-07-26 00:00:00","07/26/2018","26","26th","Thursday","5","4","30","4","207","4","4","30","7","July","1","3","Third","2018","CY 2018","Jul-2018","072018","2018-07-01","2018-07-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"214","31","8","3","Third","2018","FY 2018","Aug-2018","082018","2018-07-23","2018-08-19","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180727,"2018-07-27 00:00:00","07/27/2018","27","27th","Friday","6","4","30","4","208","4","4","30","7","July","1","3","Third","2018","CY 2018","Jul-2018","072018","2018-07-01","2018-07-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"215","31","8","3","Third","2018","FY 2018","Aug-2018","082018","2018-07-23","2018-08-19","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180728,"2018-07-28 00:00:00","07/28/2018","28","28th","Saturday","7","4","30","4","209","4","4","30","7","July","1","3","Third","2018","CY 2018","Jul-2018","072018","2018-07-01","2018-07-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,False,NULL,"216","31","8","3","Third","2018","FY 2018","Aug-2018","082018","2018-07-23","2018-08-19","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180729,"2018-07-29 00:00:00","07/29/2018","29","29th","Sunday","1","5","30","5","210","5","5","31","7","July","1","3","Third","2018","CY 2018","Jul-2018","072018","2018-07-01","2018-07-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,False,NULL,"217","31","8","3","Third","2018","FY 2018","Aug-2018","082018","2018-07-23","2018-08-19","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180730,"2018-07-30 00:00:00","07/30/2018","30","30th","Monday","2","5","31","5","211","5","5","31","7","July","1","3","Third","2018","CY 2018","Jul-2018","072018","2018-07-01","2018-07-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"218","32","8","3","Third","2018","FY 2018","Aug-2018","082018","2018-07-23","2018-08-19","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180731,"2018-07-31 00:00:00","07/31/2018","31","31st","Tuesday","3","5","31","5","212","5","5","31","7","July","1","3","Third","2018","CY 2018","Jul-2018","072018","2018-07-01","2018-07-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"219","32","8","3","Third","2018","FY 2018","Aug-2018","082018","2018-07-23","2018-08-19","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180801,"2018-08-01 00:00:00","08/01/2018","1","1st","Wednesday","4","1","31","5","213","1","5","31","8","August","2","3","Third","2018","CY 2018","Aug-2018","082018","2018-08-01","2018-08-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"220","32","8","3","Third","2018","FY 2018","Aug-2018","082018","2018-07-23","2018-08-19","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180802,"2018-08-02 00:00:00","08/02/2018","2","2nd","Thursday","5","1","31","5","214","1","5","31","8","August","2","3","Third","2018","CY 2018","Aug-2018","082018","2018-08-01","2018-08-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"221","32","8","3","Third","2018","FY 2018","Aug-2018","082018","2018-07-23","2018-08-19","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180803,"2018-08-03 00:00:00","08/03/2018","3","3rd","Friday","6","1","31","5","215","1","5","31","8","August","2","3","Third","2018","CY 2018","Aug-2018","082018","2018-08-01","2018-08-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"222","32","8","3","Third","2018","FY 2018","Aug-2018","082018","2018-07-23","2018-08-19","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180804,"2018-08-04 00:00:00","08/04/2018","4","4th","Saturday","7","1","31","5","216","1","5","31","8","August","2","3","Third","2018","CY 2018","Aug-2018","082018","2018-08-01","2018-08-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,False,NULL,"223","32","8","3","Third","2018","FY 2018","Aug-2018","082018","2018-07-23","2018-08-19","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180805,"2018-08-05 00:00:00","08/05/2018","5","5th","Sunday","1","1","31","6","217","2","6","32","8","August","2","3","Third","2018","CY 2018","Aug-2018","082018","2018-08-01","2018-08-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,False,NULL,"224","32","8","3","Third","2018","FY 2018","Aug-2018","082018","2018-07-23","2018-08-19","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180806,"2018-08-06 00:00:00","08/06/2018","6","6th","Monday","2","1","32","6","218","2","6","32","8","August","2","3","Third","2018","CY 2018","Aug-2018","082018","2018-08-01","2018-08-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"225","33","8","3","Third","2018","FY 2018","Aug-2018","082018","2018-07-23","2018-08-19","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180807,"2018-08-07 00:00:00","08/07/2018","7","7th","Tuesday","3","1","32","6","219","2","6","32","8","August","2","3","Third","2018","CY 2018","Aug-2018","082018","2018-08-01","2018-08-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"226","33","8","3","Third","2018","FY 2018","Aug-2018","082018","2018-07-23","2018-08-19","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180808,"2018-08-08 00:00:00","08/08/2018","8","8th","Wednesday","4","2","32","6","220","2","6","32","8","August","2","3","Third","2018","CY 2018","Aug-2018","082018","2018-08-01","2018-08-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"227","33","8","3","Third","2018","FY 2018","Aug-2018","082018","2018-07-23","2018-08-19","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180809,"2018-08-09 00:00:00","08/09/2018","9","9th","Thursday","5","2","32","6","221","2","6","32","8","August","2","3","Third","2018","CY 2018","Aug-2018","082018","2018-08-01","2018-08-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"228","33","8","3","Third","2018","FY 2018","Aug-2018","082018","2018-07-23","2018-08-19","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180810,"2018-08-10 00:00:00","08/10/2018","10","10th","Friday","6","2","32","6","222","2","6","32","8","August","2","3","Third","2018","CY 2018","Aug-2018","082018","2018-08-01","2018-08-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"229","33","8","3","Third","2018","FY 2018","Aug-2018","082018","2018-07-23","2018-08-19","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180811,"2018-08-11 00:00:00","08/11/2018","11","11th","Saturday","7","2","32","6","223","2","6","32","8","August","2","3","Third","2018","CY 2018","Aug-2018","082018","2018-08-01","2018-08-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,False,NULL,"230","33","8","3","Third","2018","FY 2018","Aug-2018","082018","2018-07-23","2018-08-19","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180812,"2018-08-12 00:00:00","08/12/2018","12","12th","Sunday","1","2","32","7","224","3","7","33","8","August","2","3","Third","2018","CY 2018","Aug-2018","082018","2018-08-01","2018-08-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,False,NULL,"231","33","8","3","Third","2018","FY 2018","Aug-2018","082018","2018-07-23","2018-08-19","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180813,"2018-08-13 00:00:00","08/13/2018","13","13th","Monday","2","2","33","7","225","3","7","33","8","August","2","3","Third","2018","CY 2018","Aug-2018","082018","2018-08-01","2018-08-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"232","34","8","3","Third","2018","FY 2018","Aug-2018","082018","2018-07-23","2018-08-19","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180814,"2018-08-14 00:00:00","08/14/2018","14","14th","Tuesday","3","2","33","7","226","3","7","33","8","August","2","3","Third","2018","CY 2018","Aug-2018","082018","2018-08-01","2018-08-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"233","34","8","3","Third","2018","FY 2018","Aug-2018","082018","2018-07-23","2018-08-19","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180815,"2018-08-15 00:00:00","08/15/2018","15","15th","Wednesday","4","3","33","7","227","3","7","33","8","August","2","3","Third","2018","CY 2018","Aug-2018","082018","2018-08-01","2018-08-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"234","34","8","3","Third","2018","FY 2018","Aug-2018","082018","2018-07-23","2018-08-19","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180816,"2018-08-16 00:00:00","08/16/2018","16","16th","Thursday","5","3","33","7","228","3","7","33","8","August","2","3","Third","2018","CY 2018","Aug-2018","082018","2018-08-01","2018-08-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"235","34","8","3","Third","2018","FY 2018","Aug-2018","082018","2018-07-23","2018-08-19","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180817,"2018-08-17 00:00:00","08/17/2018","17","17th","Friday","6","3","33","7","229","3","7","33","8","August","2","3","Third","2018","CY 2018","Aug-2018","082018","2018-08-01","2018-08-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"236","34","8","3","Third","2018","FY 2018","Aug-2018","082018","2018-07-23","2018-08-19","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180818,"2018-08-18 00:00:00","08/18/2018","18","18th","Saturday","7","3","33","7","230","3","7","33","8","August","2","3","Third","2018","CY 2018","Aug-2018","082018","2018-08-01","2018-08-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,False,NULL,"237","34","8","3","Third","2018","FY 2018","Aug-2018","082018","2018-07-23","2018-08-19","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180819,"2018-08-19 00:00:00","08/19/2018","19","19th","Sunday","1","3","33","8","231","4","8","34","8","August","2","3","Third","2018","CY 2018","Aug-2018","082018","2018-08-01","2018-08-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,False,NULL,"238","34","8","3","Third","2018","FY 2018","Aug-2018","082018","2018-07-23","2018-08-19","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180820,"2018-08-20 00:00:00","08/20/2018","20","20th","Monday","2","3","34","8","232","4","8","34","8","August","2","3","Third","2018","CY 2018","Aug-2018","082018","2018-08-01","2018-08-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"239","35","9","3","Third","2018","FY 2018","Sep-2018","092018","2018-08-20","2018-09-23","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180821,"2018-08-21 00:00:00","08/21/2018","21","21st","Tuesday","3","3","34","8","233","4","8","34","8","August","2","3","Third","2018","CY 2018","Aug-2018","082018","2018-08-01","2018-08-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"240","35","9","3","Third","2018","FY 2018","Sep-2018","092018","2018-08-20","2018-09-23","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180822,"2018-08-22 00:00:00","08/22/2018","22","22nd","Wednesday","4","4","34","8","234","4","8","34","8","August","2","3","Third","2018","CY 2018","Aug-2018","082018","2018-08-01","2018-08-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"241","35","9","3","Third","2018","FY 2018","Sep-2018","092018","2018-08-20","2018-09-23","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180823,"2018-08-23 00:00:00","08/23/2018","23","23rd","Thursday","5","4","34","8","235","4","8","34","8","August","2","3","Third","2018","CY 2018","Aug-2018","082018","2018-08-01","2018-08-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"242","35","9","3","Third","2018","FY 2018","Sep-2018","092018","2018-08-20","2018-09-23","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180824,"2018-08-24 00:00:00","08/24/2018","24","24th","Friday","6","4","34","8","236","4","8","34","8","August","2","3","Third","2018","CY 2018","Aug-2018","082018","2018-08-01","2018-08-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"243","35","9","3","Third","2018","FY 2018","Sep-2018","092018","2018-08-20","2018-09-23","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180825,"2018-08-25 00:00:00","08/25/2018","25","25th","Saturday","7","4","34","8","237","4","8","34","8","August","2","3","Third","2018","CY 2018","Aug-2018","082018","2018-08-01","2018-08-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,False,NULL,"244","35","9","3","Third","2018","FY 2018","Sep-2018","092018","2018-08-20","2018-09-23","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180826,"2018-08-26 00:00:00","08/26/2018","26","26th","Sunday","1","4","34","9","238","5","9","35","8","August","2","3","Third","2018","CY 2018","Aug-2018","082018","2018-08-01","2018-08-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,False,NULL,"245","35","9","3","Third","2018","FY 2018","Sep-2018","092018","2018-08-20","2018-09-23","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180827,"2018-08-27 00:00:00","08/27/2018","27","27th","Monday","2","4","35","9","239","5","9","35","8","August","2","3","Third","2018","CY 2018","Aug-2018","082018","2018-08-01","2018-08-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"246","36","9","3","Third","2018","FY 2018","Sep-2018","092018","2018-08-20","2018-09-23","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180828,"2018-08-28 00:00:00","08/28/2018","28","28th","Tuesday","3","4","35","9","240","5","9","35","8","August","2","3","Third","2018","CY 2018","Aug-2018","082018","2018-08-01","2018-08-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"247","36","9","3","Third","2018","FY 2018","Sep-2018","092018","2018-08-20","2018-09-23","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180829,"2018-08-29 00:00:00","08/29/2018","29","29th","Wednesday","4","5","35","9","241","5","9","35","8","August","2","3","Third","2018","CY 2018","Aug-2018","082018","2018-08-01","2018-08-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"248","36","9","3","Third","2018","FY 2018","Sep-2018","092018","2018-08-20","2018-09-23","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180830,"2018-08-30 00:00:00","08/30/2018","30","30th","Thursday","5","5","35","9","242","5","9","35","8","August","2","3","Third","2018","CY 2018","Aug-2018","082018","2018-08-01","2018-08-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"249","36","9","3","Third","2018","FY 2018","Sep-2018","092018","2018-08-20","2018-09-23","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180831,"2018-08-31 00:00:00","08/31/2018","31","31st","Friday","6","5","35","9","243","5","9","35","8","August","2","3","Third","2018","CY 2018","Aug-2018","082018","2018-08-01","2018-08-31","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,True,NULL,"250","36","9","3","Third","2018","FY 2018","Sep-2018","092018","2018-08-20","2018-09-23","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180901,"2018-09-01 00:00:00","09/01/2018","1","1st","Saturday","7","1","35","9","244","1","9","35","9","September","3","3","Third","2018","CY 2018","Sep-2018","092018","2018-09-01","2018-09-30","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,False,NULL,"251","36","9","3","Third","2018","FY 2018","Sep-2018","092018","2018-08-20","2018-09-23","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
20180902,"2018-09-02 00:00:00","09/02/2018","2","2nd","Sunday","1","1","35","10","245","2","10","36","9","September","3","3","Third","2018","CY 2018","Sep-2018","092018","2018-09-01","2018-09-30","2018-07-01","2018-09-30","2018-01-01","2018-12-31",False,False,NULL,"252","36","9","3","Third","2018","FY 2018","Sep-2018","092018","2018-08-20","2018-09-23","2018-06-25","2018-09-23","2017-12-25","2018-12-30"
